-2.239922864263239717e+02,-2.238329257271080053e+02,2.242203380117379936e+02,-2.237061163761477474e+02,-2.235783295227561212e+02,-2.236051042611032642e+02,2.236083200095379766e+02,2.233695894451058450e+02,2.232847626135273629e+02,2.232346577231924982e+02
-2.237122261416956235e+02,-2.235530655881663620e+02,2.239407014307495274e+02,-2.234267209600578212e+02,-2.232995093352201081e+02,-2.233266280569731634e+02,2.233316526002627427e+02,2.230938548080898158e+02,2.230101474878689771e+02,2.229610617196827320e+02
-2.234322678993475790e+02,-2.232733159533676996e+02,2.236611176772053398e+02,-2.231474380194790967e+02,-2.230208030134465673e+02,-2.230482603695427315e+02,2.230550518661010244e+02,2.228182261963536916e+02,2.227355837639723859e+02,2.226875045882789550e+02
-2.231524103783047792e+02,-2.229936753875875013e+02,2.233815859912692474e+02,-2.228682661855225717e+02,-2.227422090674521939e+02,-2.227699998349727650e+02,2.227785165866512784e+02,2.225427018226904181e+02,2.224610702773705952e+02,2.224139852016480461e+02
-2.228726522575924491e+02,-2.227141424557010509e+02,2.231021056131051523e+02,-2.225892040892992156e+02,-2.224637260072538254e+02,-2.224918450894240891e+02,2.225020455415120750e+02,2.222672798998930546e+02,2.221866058635966681e+02,2.221405024324567421e+02
-2.225929922162356434e+02,-2.224347157225837179e+02,2.228226757828769280e+02,-2.223102503619202253e+02,-2.221853523428681569e+02,-2.222137947690575572e+02,2.222256375102820130e+02,2.219919586407546319e+02,2.219121893581836673e+02,2.218670551533719504e+02
-2.223134289332594165e+02,-2.221553937531109852e+02,2.225432957407485617e+02,-2.220314036344965984e+02,-2.219070865843119122e+02,-2.219358475100339945e+02,2.219492912725597193e+02,2.217167362580681527e+02,2.216378195966645990e+02,2.215936422370604646e+02
-2.220339610876888798e+02,-2.218761751121581938e+02,2.222639647268838416e+02,-2.217526625381393899e+02,-2.216289272416019003e+02,-2.216580019485143112e+02,2.216730056079437361e+02,2.214416109646267046e+02,2.213634954145725260e+02,2.213202625561892489e+02
-2.217545873585491449e+02,-2.215970583646007412e+02,2.219846819814466414e+02,-2.214740257039596827e+02,-2.213508728247547594e+02,-2.213802567206592471e+02,2.213967792960325767e+02,2.211665809732232333e+02,2.210892156474404260e+02,2.210469149834249833e+02
-2.214753064248653800e+02,-2.213180420753140254e+02,2.217054467446010051e+02,-2.211954917630685884e+02,-2.210729218437873556e+02,-2.211026104626297126e+02,2.211206111164249535e+02,2.208916444966509118e+02,2.208149791308014755e+02,2.207735983914346605e+02
-2.211961169656625543e+02,-2.210391248091734724e+02,2.214262582565106925e+02,-2.209170593465771049e+02,-2.207950728087164407e+02,-2.208250618105865897e+02,2.208444998487193516e+02,2.206167997477026859e+02,2.205407847001886807e+02,2.205003116528850171e+02
-2.209170176599658646e+02,-2.207603051310545084e+02,2.211471157573396624e+02,-2.206387270855963152e+02,-2.205173242295586817e+02,-2.205476094006906465e+02,2.205684442725144265e+02,2.203420449391715863e+02,2.202666311911350761e+02,2.202270536404429890e+02
-2.206380071868004222e+02,-2.204815816058324174e+02,2.208680184872517316e+02,-2.203604936112373309e+02,-2.202396746163308876e+02,-2.202702518691027649e+02,2.202924431674087202e+02,2.200673782838506725e+02,2.199925174391736959e+02,2.199538232267753415e+02
-2.203590842251912250e+02,-2.202029527983826256e+02,2.205889656864109725e+02,-2.200823575546111783e+02,-2.199621224790497536e+02,-2.199929878519837700e+02,2.200164953130008030e+02,2.197927979945329753e+02,2.197184422798376033e+02,2.196806192845489818e+02
-2.200802474541634410e+02,-2.199244172735805876e+02,2.203099565949810312e+02,-2.198043175468289405e+02,-2.196846663277321170e+02,-2.197158159854945154e+02,2.197405994888892735e+02,2.195183022840114972e+02,2.194444045486598327e+02,2.194074406864307036e+02
-2.198014955527421534e+02,-2.196459735963016726e+02,2.200309904531259804e+02,-2.195263722190016722e+02,-2.194073046723946447e+02,-2.194387349057958829e+02,2.194647544746727306e+02,2.192438893650793261e+02,2.191704030811734754e+02,2.191342863050873859e+02
-2.195228271999525020e+02,-2.193676203314212501e+02,2.197520665010096650e+02,-2.192485202022403996e+02,-2.191300360230541173e+02,-2.191617432490486692e+02,2.191889590499496592e+02,2.189695574505294360e+02,2.188964367129115089e+02,2.188611550131858223e+02
-2.192442410748194561e+02,-2.190893560438146892e+02,2.194731839787958734e+02,-2.189707601276561775e+02,-2.188528588897272300e+02,-2.188848396514136425e+02,2.189132119943186581e+02,2.186953047531548577e+02,2.186225042794069964e+02,2.185880456833928918e+02
-2.189657358563682408e+02,-2.188111792983574162e+02,2.191943421266487064e+02,-2.186930906263602310e+02,-2.185757717824308770e+02,-2.186080227490517984e+02,2.186375120873785249e+02,2.184211294857487076e+02,2.183486046161930574e+02,2.183149571883754732e+02
-2.186873102236239390e+02,-2.185330886599248856e+02,2.189155401847319240e+02,-2.184155103294635012e+02,-2.182987732111816968e+02,-2.183312911781239620e+02,2.183618581087275743e+02,2.181470298611039595e+02,2.180747365588026696e+02,2.180418884008003886e+02
-2.184089628556116622e+02,-2.182550826933924384e+02,2.186367773932094849e+02,-2.181380178680770143e+02,-2.180218616859964698e+02,-2.180546435747908731e+02,2.180862488379645185e+02,2.178730040920136162e+02,2.178008989427688959e+02,2.177688381933344601e+02
-2.181306924313564366e+02,-2.179771599636354438e+02,2.183580529922452058e+02,-2.178606118733119388e+02,-2.177450357168919481e+02,-2.177780785752134420e+02,2.178106830546879280e+02,2.175990503912708789e+02,2.175270906036247993e+02,2.174958054386445383e+02
-2.178524976298833735e+02,-2.176993190355293564e+02,2.180793662220030456e+02,-2.175832909762793008e+02,-2.174682938138847987e+02,-2.175015948155525223e+02,2.175351595384963446e+02,2.173251669716685512e+02,2.172533103769034142e+02,2.172227890093975304e+02
-2.175743771302176413e+02,-2.174215584739495455e+02,2.178007163226468492e+02,-2.173060538080901267e+02,-2.171916344869919158e+02,-2.172251909319689105e+02,2.172596770689883954e+02,2.170513520459997494e+02,2.169795570981377750e+02,2.169497877782602018e+02
-2.172963296113842659e+02,-2.171438768437712952e+02,2.175221025343404904e+02,-2.170288989998554712e+02,-2.169150562462298524e+02,-2.169488655606234886e+02,2.169842344257626223e+02,2.167776038270575327e+02,2.167058296028609163e+02,2.166768006178993176e+02
