-1.140411676416144965e-01,1.744517209416444614e-01,2.630886726413556032e-01,-1.608512445311690853e-01,3.162997717678856513e-01,3.620097655648608637e-01,2.821835054484856942e-01,3.489848256508968349e-01,3.826673347329883068e-01,3.447540526941159644e-01
-1.154442062593120655e-01,1.747181263085556824e-01,2.629862948916596443e-01,-1.616327099266412215e-01,3.158412476253798506e-01,3.611147648660826825e-01,2.823971580805472170e-01,3.485875165337931625e-01,3.813600133621341537e-01,3.445005214408202732e-01
-1.168495241104758886e-01,1.749938080720958300e-01,2.628788066180409722e-01,-1.624064544222587336e-01,3.153619564084453875e-01,3.601945844894380855e-01,2.825804203161760841e-01,3.481546834666242041e-01,3.800342667971553512e-01,3.442042210315038320e-01
-1.182565351696236444e-01,1.752782850468554698e-01,2.627659258048653523e-01,-1.631722732426620914e-01,3.148619634532652811e-01,3.592494060380745369e-01,2.827334710608388479e-01,3.476865936516311262e-01,3.786902571971732523e-01,3.438655588163399002e-01
-1.196646534112703192e-01,1.755710760474347709e-01,2.626473704364913342e-01,-1.639299616124841319e-01,3.143413340960133362e-01,3.582794111151275107e-01,2.828564892200087222e-01,3.471835142910578154e-01,3.773281467213092655e-01,3.434849421455034579e-01
-1.210732928099396005e-01,1.758716998884189142e-01,2.625228584972810753e-01,-1.646793147563631321e-01,3.138001336728737933e-01,3.572847813237320924e-01,2.829496536991504829e-01,3.466457125871456046e-01,3.759480975286865201e-01,3.430627783691696520e-01
-1.224818673401481539e-01,1.761796753844098451e-01,2.623921079716020621e-01,-1.654201278989447521e-01,3.132384275200203461e-01,3.562656982670315831e-01,2.830131434037275739e-01,3.460734557421347724e-01,3.745502717784273128e-01,3.425994748375100207e-01
-1.238897909764171412e-01,1.764945213499936050e-01,2.622548368438074595e-01,-1.661521962648537798e-01,3.126562809736335713e-01,3.552223435481638991e-01,2.830471372392148743e-01,3.454670109582665960e-01,3.731348316296529966e-01,3.420954389006977681e-01
-1.252964776932597446e-01,1.768157565997730829e-01,2.621107630982692505e-01,-1.668753150787351813e-01,3.120537593698923806e-01,3.541548987702676787e-01,2.830518141110788255e-01,3.448266454377866830e-01,3.717019392414804835e-01,3.415510779089105942e-01
-1.267013414651950998e-01,1.771428999483334044e-01,2.619596047193398225e-01,-1.675892795652278167e-01,3.114309280449769624e-01,3.530635455364801722e-01,2.830273529247878117e-01,3.441526263829373100e-01,3.702517567730346792e-01,3.409667992123193159e-01
