-1.740888429858422271e+01,9.602402586872574375e+01,-5.460874776061772309e+02
-1.643795726533334189e+01,8.759181185706381711e+01,-5.195824088130847258e+02
-1.548916061760078300e+01,7.959913096378072339e+01,-4.929402396946267686e+02
-1.437402082331246334e+01,7.187923571073669393e+01,-4.662656994383420965e+02
-1.336340558498485542e+01,6.448445945374221822e+01,-4.394158974278158780e+02
-1.221948965838272549e+01,5.749750500246159390e+01,-4.126058415430641730e+02
-1.125285221041080064e+01,5.083562459223643515e+01,-3.854145110115995863e+02
-1.023699846478008446e+01,4.467087652125022856e+01,-3.582904331157894262e+02
-9.461117879122278751e+00,3.875781325113373299e+01,-3.310578309125187957e+02
-8.623404190220211873e+00,3.325467022457218746e+01,-3.037547167637385428e+02
-7.823497655996582090e+00,2.778466936148304001e+01,-2.763992992856626074e+02
-7.281622890309148666e+00,2.263554390813706618e+01,-2.489853675949086949e+02
-6.601255426303630713e+00,1.756612806295287044e+01,-2.216849154440386656e+02
-5.988870587639920195e+00,1.263269779326339126e+01,-1.945346341960754728e+02
-5.413868678756659669e+00,7.618963980359851007e+00,-1.671926678624136287e+02
-4.766861354557254238e+00,2.904746539355899770e+00,-1.397907859536758224e+02
-3.935930999751569903e+00,-1.735011619717944598e+00,-1.123214696963357966e+02
-3.143704716537059962e+00,-6.081598104488869616e+00,-8.473932249397489613e+01
-2.148732772109095635e+00,-1.007826001725353393e+01,-5.736273125790872740e+01
-1.268200196018358206e+00,-1.371334913329062033e+01,-2.969330155178760933e+01
-2.663242837586055067e-01,-1.688295673099270644e+01,-2.123938149214884774e+00
5.451662595545028189e-01,-1.979012018387552985e+01,2.566889385435399618e+01
1.470638592991628357e+00,-2.229202717544737311e+01,5.350437798117683741e+01
2.369641309372328308e+00,-2.474322774775240319e+01,8.128857199879693951e+01
3.050755729252493165e+00,-2.684345139021915472e+01,1.090722234289284387e+02
3.824451724332790903e+00,-2.889158257925554452e+01,1.366677031287341038e+02
4.574520615968087789e+00,-3.079270919246149063e+01,1.644694797562966926e+02
5.402616233085463016e+00,-3.264681947324219635e+01,1.921031040517060831e+02
6.257747284761273399e+00,-3.431519479647108284e+01,2.195726331680717465e+02
7.223850788855476601e+00,-3.601106623742435886e+01,2.474943442259134656e+02
8.220905660168467577e+00,-3.730611318985480551e+01,2.753496274309520686e+02
9.454908125557095033e+00,-3.831294594262919162e+01,3.030562848070355244e+02
1.061297916303131039e+01,-3.892854729925971213e+01,3.309550549828522890e+02
1.193578649051971929e+01,-3.912000364935996544e+01,3.587809129493500109e+02
1.310212419680446239e+01,-3.904213904957223491e+01,3.866921273938430659e+02
1.441862354003244917e+01,-3.861185815450326686e+01,4.145455861767338774e+02
1.575912090026357681e+01,-3.820715862340319546e+01,4.423356313369247346e+02
1.697584119572226768e+01,-3.751990421191479896e+01,4.701034735768657811e+02
1.842593711914455312e+01,-3.686568828559936151e+01,4.978120476923512001e+02
2.013314446534393554e+01,-3.609180124467174267e+01,5.257959846137820250e+02
2.209661164736993655e+01,-3.537041737451409062e+01,5.534517723939317193e+02
